,Username,Content,Location,Created at
627,poldabengkulu,"mitra polri,  tahukah jika varian omicron dapat menyebar lebih cepat dari varian covid-19 lainnya, namun gejalanya lebih ringan bahkan cenderung tidak bergejala.  yuk lindungi diri kita dari penyebaran covid-19 dengan selalu menerapkan protokol kesehatan.  @divhumas_polri","Bengkulu, Indonesia",2022-02-04 05:44:30
628,lintasbatasnews,i've just posted a new blog:  sinergisitas tni-polri antisipasi lonjakan varian omicron di desa keliki,"Indonesia, East Java",2022-02-04 05:44:10
629,__Sridiana_3va,"kerumunan sebanyak itu saja, hanya denda 500 ribu saja  artinya omicron atau covid sekarang nda bahayalah  sip lah..kalau gitu artinya mudik lebaran, apalagi cari nafkah pun nda bahaya 😊  alhamdulillah..artinya kita bisa hidup bebas tanpa ppkm ya  sahabat tetap jaga diri &amp; hati2",Jakarta Capital Region,2022-02-04 05:44:03
630,MamakeAbien,@musniumar coba test kembali dengan pcr/swab pak untuk memastikan apakah positif atau negatif omicron,"DKI Jakarta, Indonesia",2022-02-04 05:44:01
631,tatagbuleng,sinergisitas tni-polri antisipasi lonjakan varian omicron di desa keliki,"Gianyar, Bali, Indonesia",2022-02-04 05:43:52
632,kabarlensa2021,tribunus bali -   sinergisitas tni-polri antisipasi lonjakan varian omicron di desa keliki,,2022-02-04 05:43:45
633,Kodim1607sbw,"cegah covid-19 varian omicron, kodim 1607/sumbawa gelar vaksinasi booster.    #kodam_ix_udayana #kodamixudayana #wirabhakti #kodim_1607sumbawa","Nusa Tenggara Barat, Indonesia",2022-02-04 05:43:39
634,ConanNKRI,@musniumar loh kena omicron mus. udah isoman jangan keluyuran dulu mus. semoga cepet sembuh ya pak.,Indonesia,2022-02-04 05:43:20
635,kukuhprast,@musniumar ckp antigen bs deteksi omicron?  luar binasaa....,Jawa,2022-02-04 05:43:17
636,Bisniscom,produsen ban khawatir digembosi omicron,"Jakarta, Indonesia",2022-02-04 05:43:03
637,fabian_shakti,@musniumar siapapun yg cek pcr atau antigen skrng ini positif omicron. itu sdh diketahui sjk beberp bulan lalu.,,2022-02-04 05:42:59
638,humaspralon,gebyar vaksinasi anak usia 6-11th di sdn mojolebak kecamatan jetis  #vaksinhalal #vaksinasi #covid-19  #omicron  #humas_polres_mojokerto_kota #polresmojokertokota #kodim0815 #ayogawemasker #tnipolri #presisi #jatimbermasker #jawatimurbangkit #mojokertokotabangkit,,2022-02-04 05:42:43
639,MarnataLaia,omicron merupakan virus varian baru mari kita secara bersama untuk tetap mengikuti protokol kesehatan. @jokowi @halimiskandarnu  @tppkemendes @pusat_ppmd @malik_haramain @imansyukri @brigade01arwan1  @tppisumut  @koorprovsumut  @lilisritonga  @yankas_kzagoto,,2022-02-04 05:42:35
640,azkadotid,"siti fadilah: kalau omicron datang malah alhamdulillah, benarkah klaimnya?",Sumenep,2022-02-04 05:42:27
641,MamakeAbien,"@kejorabayu1 @musniumar nggak tuh, kemaren mas bojo batpil terus pcr hasilnya negatif karena memang bukan omicron","DKI Jakarta, Indonesia",2022-02-04 05:42:27
642,Miduk17,"izin koreksi :  1. test antigen tidak bisa menentukan jenis varian covid  2. nilai rujukan test antigen adl reaktif, bukan positif  3. bahkan lab pcr pun tidak semua bisa mendeteksi varian omicron, harus yg berfasilitas wgs  ☺","DKI Jakarta, Indonesia",2022-02-04 05:42:19
643,LagiliburCom,"bau²nya omicron mo merajalela, nih. tmn² di jkt uda mulai pd kena. 😶😶😶",,2022-02-04 05:41:50
644,destaadnantio,omicron pancen jancok,,2022-02-04 05:41:42
645,honeygrinti,@nestapee tenanan awakmu omicron?,,2022-02-04 05:41:37
646,naffatsaalza,jumatan puarno banget omicron,,2022-02-04 05:40:49
647,larilarindira,"w sebagai magister covid alias 2x dah kena (plis jgn kena lagi males bgt yaallah) ngerasa sih, beda bgt gejala covid  sm gel.omicron. delta pake aba"" demam, si omicron gk ada angin ujan tiba"" dah sakit tenggorokan ae",,2022-02-04 05:40:45
648,fabian_shakti,@qaillaasyiqah gak apa2. doi pak mulyono yg punya negara dan pemilik omicron kok.,,2022-02-04 05:40:04
649,pantau_com,omicron disebut-sebut memiliki gejala yang tidak jauh berbeda dengan virus corona lainnya. kenali gejala omicron paling umum,"DKI Jakarta, Indonesia",2022-02-04 05:40:00
650,okezonenews,"fatwa mui menyebutkan, jika kasus covid-19 tinggi pelaksanaan sholat jumat bisa diganti dengan sholat dzuhur",Jakarta,2022-02-04 05:40:00
651,RKiveANJ,happy for you guys! honeymoon gak usah jauh² ye...ntar balik ke omicron wa yang pusheng.,,2022-02-04 05:39:45
652,nowhwa2,"lonjakan omicron, kemenag minta kua tingkatkan koordinasi dengan satgas covid-19",,2022-02-04 05:39:41
653,CakBambangelf,"nonton berita seleb, banyak artis kena omicron.. @aipsun masih mau jadi artis...?",INNOVATOPIA,2022-02-04 05:38:11
654,beritaKBR,"kasus covid di indonesia hadapi tren kenaikan, yg dipicu penularan varian omicron, yg diperkirakan bakal terus meningkat.  apa strategi pemerintah? bgmn kesiapan sarana dan prasarana fasilitas kesehatan?  kami bahas di #ruangpublikkbr   #podcastindonesia","Jakarta, Indonesia",2022-02-04 05:37:33
655,milohangat,@nuicemedia apa itu omicron?,,2022-02-04 05:37:31
656,RRIBanten,#jumat #lintasbantensiang 22 pasien covid-19 varian omicron di banten sembuh,"Serang - Banten, Indonesia",2022-02-04 05:37:31
657,PingPointID,wali kota surabaya ambil kebijakan demi upayakan tekan penyebaran covid-19 yang saat ini kasus aktifnya sudah ada di angka 587 orang.   #covid19surabaya #covid19omicron #omicron #omicronsurabaya,Jakarta Capital Region,2022-02-04 05:37:14
658,oneilz6,@musniumar bik @natalie__christ  dicariin om mus lagi atit kena omicron... 😁😁,,2022-02-04 05:37:02
659,PRFMnews,"cek fakta: benarkah obat omicron adalah paracetamol 500mg, vitamin c, dan vitamin d? ini penjelasan dinkes","Bandung, West Java, Indonesia",2022-02-04 05:36:49
660,BatamPos,"pulang dari swiss, ayah dan anak di batam terpapar omicron","Gedung Graha Pena Lt.3, Batam",2022-02-04 05:36:19
661,hellowbyme,dari sekian jenis covid-19 kena di omicron.  gejalanya bener-bener kaya orang demam pada umumnya.,,2022-02-04 05:35:51
662,hamuziee,"@vivacoid omicron nya msh rame, koq sdh dibuka aja ?","Kalimantan Selatan, Indonesia",2022-02-04 05:35:40
663,liburduluaku,"isi ceramah jumat:  omicron, covid,....  hisss oposeh,","Surabaya, Indonesia",2022-02-04 05:35:29
664,detikHealth,omicron memang dikenal sebagai varian covid-19 yang menular lebih cepat dibandingkan lainnya. ini panduan positif omicron yang bisa dilakukan. jangan panik!,Jakarta - Indonesia,2022-02-04 05:34:42
665,Agusthokko,@oposisicerdas mui kok masih aja mau di tipu sama omicron 😀🤣😝,,2022-02-04 05:34:21
666,attenxions,billie eilish udah tour aja😣 disini malah naik omicron anjg,,2022-02-04 05:34:17
667,labklinikkf,"@lessien_d halo sobat kf, untuk saat ini kami hanya bisa mendeteksi all variant covid-19 belum spesifik untuk omicron. terima kasih, semoga sehat selalu🙏🏻",Jakarta Pusat,2022-02-04 05:34:00
668,hamuziee,"@musniumar koq sekarang ramean yg omicron ya, varian yg terdahulu pada kemana ya ? apakah sdh hilang ?","Kalimantan Selatan, Indonesia",2022-02-04 05:33:27
669,wrahardian2,@musniumar harus tes pcr dulu untuk tahu kena covid omicron atau tidak :,,2022-02-04 05:33:20
670,Kopi_Hideunk69,"((me) )balik ka lembur nanyakeun ka baturan mang usum naon didieu???   ((tatangga)) usum hujan didieu mah, mun di kota usum naon???   ((me)) di kota keur usum omicron (tatangga) naon omicron teh??  (me) teuing penyakit tanpa bayangan mereun🤣🤣🤣",Bandung Tea,2022-02-04 05:32:45
671,CNNIndonesia,who wanti-wanti varian omicron siluman ba.2 sulit dilacak,,2022-02-04 05:32:35
672,Adysaurus,"omicron lagi serem banget nih, boleh work from (your) home ga?","Denpasar, Bali",2022-02-04 05:32:23
673,Desvitaulia,"lagian juga pada egois bgt gak si lagi naik naiknya omicron kek gini malah maksa mau liburan sana sini, prokes kendor segala macem. kalo alesannya lo stress butuh healing ya sama gue juga stress gils.",Indonesia,2022-02-04 05:31:56
674,syarifallah,gimna bentuk virus covid omicron sama covid delta berbeda atau sama ya.,,2022-02-04 05:31:04
675,KEZIAAM0UR,"@null siti badriah positif covid-19, ini gejala omicron pada ibu hamil pedangdut siti",,2022-02-04 05:30:16
676,gen1031fmsby,"#infogenwanipooll presiden joko widodo ngomong, individu seng kepapar covid-19 varian omicron, isok disembuhno, tanpa kudu nang rumah sakit alias cukup isolasi mandiri teko rumah.","ÜT: -7.31889,112.73386",2022-02-04 05:30:00
677,DaengLalo,"webinar icmi ""perkembangan terbaru omicron: bangsa indonesia harus berbuat apa?"" jumat, 4 februari 2022",Makassar,2022-02-04 05:29:50
678,Buaya_Sumur,@musniumar lebih berbahaya mulutmu daripada omicron,"DKI Jakarta, Indonesia",2022-02-04 05:29:49
679,restamojokerto,"gebyar vaksinasi anak usia 6-11th di sdn mojolebak kecamatan jetis  demi mencegah masuknya varian omicron, foorkopimda beserta polres mojokerto kota gelar akselerasi percepatan vaksinasi anak usia 6-11th di sdn mojolebak kecamatan jetis  #vaksinhalal #vaksinasi #covid-19",,2022-02-04 05:29:03
680,puanmaharani_ri,saya melihat perkembangan kasus covid-19 varian omicron pada klaster perkantoran semakin meningkat di beberapa daerah. ini menjadi perhatian khusus bagi saya dan anggota dpr ri lainnya.,,2022-02-04 05:28:37
681,Daeng_Info,"omicron naik, suruh taat prokes, tapi bikin warga desak2an, yg melanggar disanksi seadanya  ini mau sehat atau mau bikin sinetron?",Kota Makassar,2022-02-04 05:28:37
682,PRBekasiRaya,"cek fakta, virus corona varian omicron dikabarkan bisa sembuh dengan minum kopi pahit, benarkah?","Bekasi, Jawa Barat",2022-02-04 05:28:33
683,urstrangeaddict,wah omicron dah sampe dom gw hhhh 😭🙏,,2022-02-04 05:28:05
684,astutikyuni1,@papa_loren lahhhh si harun kapan kabur si omicron kapan adanya...menurut nalarku kok ya kurang singkron ya tpi entahlah menurut mereka2 itu,,2022-02-04 05:27:27
685,PenggiatUMKM,@musniumar lah antigen bisa tentuin itu omicron? antigen apaan mus?,,2022-02-04 05:27:25
686,laras_____,tapi beneran deh delta sama omicron ini beda ternyata wkwkwkw,Ruang Rindu,2022-02-04 05:27:17
687,wow_keren,"siti badriah 'bumil' kena covid omicron, beber kronologi bisa terpapar walau gak pernah keluar rumah #sitibadriah",Indonesia,2022-02-04 05:27:03
688,_rakyatmerdeka,"19 pegawai positif covid, kejaksaan tinggi dki jakarta lockdown  #lockdown #omicron #omicronvariant #corona #coronavirus #covid19 #covid #rakyatmerdeka #rmid",,2022-02-04 05:26:33
689,gygvn_,"@afrkml udah mulai lengah sama hal kecil kaya gini, tp mulai aware lagi sejak kasus omicron ningkat. makasih sudah diingatkan juga ^^","Depok, Jawa Barat",2022-02-04 05:26:22
690,nomippu,keknya gue omicron dah,,2022-02-04 05:26:12
691,InfiniteLjong,"apanye bepergian, omicron ceu",rps - fa,2022-02-04 05:25:40
692,fajoken,"delta sama omicron udh direstuin, skrg kehilangan calon ayang, rada apes sih. hujan hujan hujan lebat deras tapi jangan bikin banjir, jakarta aja yg banjir air mataku jangan",,2022-02-04 05:25:37
693,TribunHealth,"waspada omicron, jubir vaksinasi covid-19 imbau pasien positif tanpa gejala isoman di rumah    via @tribunhealth",Indonesia ,2022-02-04 05:25:09
694,baharihantulaut,@gibolofficial ini bol,,2022-02-04 05:25:07
695,gygvn_,"keluarga ada yg ngeluh sakit tenggorokan, sakit nelen, otak udah langsung --&gt; duh omicron kah? :(  sumpah covid ini traumatic bgt ya  tbh udh cape bgt idup berdampingan ama covid :(","Depok, Jawa Barat",2022-02-04 05:24:48
696,liputan6dotcom,kata jokowi soal kasus covid-19 omicron melonjak di indonesia,,2022-02-04 05:24:36
697,miaawow,@cnnindonesia kan udah di targetin bulan februari omicron bakalan naik kasus nya xixixi,"ÜT: -6.9355682703777335,107.72",2022-02-04 05:24:32
698,worldfunks,@xxtiffxsx @bigervanbandot gak yoo situasi omicron ni lho🤭,"Sleman, Indonesia",2022-02-04 05:24:22
699,yosesantonius,@enaktotal @ari_dwiii tapi kalo omicron berapa hari gung biasanya? gue soalnya abis minum obat dari dokter langsung mendingan sih,The Spion Kop,2022-02-04 05:24:12
700,FauziTa60220205,"@mafiawasit ooo walah seng nyanyi lagu ""buih jadi omicron"" .. tah",,2022-02-04 05:24:10
701,yuliayusuff,banyak berita omicron dimana mana sampe kmrn gue keluar rumah klinik rame bgt orang berobat. stay safe everyone,"Jakarta,Indonesia",2022-02-04 05:23:33
702,ConquerThelove,"relax guys, ab bheja as naagin aagyi hai ab corona,omicron humara kuch nai bigad sakta..  #pratiksehajpal #pratikistheboss  #pratikfam",,2022-02-04 05:23:27
703,mentolomentili,"@yusufgunawan @infomalang admin dan bapak yg terhormat kakak sepertinya saudara saya ada yg gejala omicron, mau ke pkm tutup. kalau ke rs itu apa bayar ya?",,2022-02-04 05:23:24
704,AswadiAdi9,@jokowi  @halimiskandarnu @kemendespdtt @malik_haramain @imansyukri @taufikmadjid71 @azzameldzikrie  @tppkemendes @acehtpp  ayoo ikut webinar untuk pendamping seluruh indonesia webinar penanganan covid-19 varian omicron,,2022-02-04 05:23:20
705,BimataIndonesia,"dicurigai omicron, diskes makassar kirim 11 sampel ke litbangkes",,2022-02-04 05:23:19
706,nurmaliha20,omicron jauh jauh ya dri keluarga aku... aku sudah pernah kena temann mu si delta. jadi udah yaaaa..,jakut,2022-02-04 05:22:54
707,menulisau,"omicron sama covid delta aja bisa kawin, masa aku sama mark lee nggak 💔💔💔",dah legal sobat,2022-02-04 05:22:39
708,LionaNara,"@musniumar hati2 pak, ada 50 titik di dki jakarta yg darurat omicron, yaitu: .......... .......... .......... .......... ..........  mungkin anda ketularan dari salah satu titik itu.",Jakarta,2022-02-04 05:22:32
709,suunapp,ini bedain flu sama omicron gimana dah?,10.00 - 22.00 😬 ,2022-02-04 05:22:18
710,BoyOver10,cegah omicron prokes lindungi keluarga,"Gorontalo, Indonesia",2022-02-04 05:22:14
711,fkcommunication,virus omicron berkembang di saluran napas bagian atas  lewat @forum keadilan,Lautze No38 Jakarta,2022-02-04 05:22:09
712,jayaumbara45,"di mana omicron ini hasil.dari seleksi alam yg mungkin kadar kelemahan nya bersifat statis atau tetap. tak seperti vaksin yg  kadar kelemahan virusnta tak statis atau tetap ,tergantung pencipta vaksin tsb. yg jadi pertanyaan kita pada umumnya bangsa ini, bersbung",,2022-02-04 05:22:07
713,BoyOver10,cegah penyebaran omicron prokes lindungi keluarga,"Gorontalo, Indonesia",2022-02-04 05:21:57
714,KartesiusZ,webinar penanganan covid-19 varian omicron @jokowi @halimiskandarnu  @taufikmadjid71  @yusradaridesa   @malik_haramain @ditjenpdp @kemendespdtt  @koorprovsumut,"Kota Medan, Sumatera Utara",2022-02-04 05:21:22
715,kepriinfo,"tinjau vaksinasi anak, kapolres lingga ingatkan bahaya varian omicron",,2022-02-04 05:21:11
716,PRESMEDIA_id,"tinjau vaksinasi anak, kapolres lingga ingatkan bahaya varian omicron",indonesia,2022-02-04 05:21:08
717,FakeAngel15,"pimpin ratas evaluasi ppkm, wapres minta percepat penanganan omicron prokes lindungi keluarga","Budongbudong, Indonesia",2022-02-04 05:20:37
718,FakeAngel15,4 arahan jokowi atasi lonjakan covid omicron ri prokes lindungi keluarga,"Budongbudong, Indonesia",2022-02-04 05:20:15
719,Damendra78,@musniumar dari antigen saja bisa ketauan ya varian omicron??🤣🤣🤣,Indonesia,2022-02-04 05:20:06
720,okezonenews,"dampak omicron, mui sebut sholat jumat bisa diganti dengan sholat dzuhur",Jakarta,2022-02-04 05:20:00
721,cane_vain,@musniumar emang bisa deteksi variant omicron dari antigen? bukannya harus pake dns sequencer,,2022-02-04 05:19:52
722,FakeAngel15,"kasus omicron meningkat, pemerintah pastikan stok obat prokes lindungi keluarga","Budongbudong, Indonesia",2022-02-04 05:19:38
723,FakeAngel15,kemenkes sediakan layanan telemedisin dan paket obat covid-19 untuk pasien omicron prokes lindungi keluarga,"Budongbudong, Indonesia",2022-02-04 05:19:24
724,Kyraplace1,"emang musim pancaroba gajelas bikin pilek tenggorokan gatel sampe ke kuping ciri ciri udah sama banget kaya omicron, alhamdulillah pas di tes negatif 😮‍💨",,2022-02-04 05:19:02
725,nidyxx,baru aja liat postingan “terima kasih omicron telah menyapa.” the worst cringe lines. 🤮,,2022-02-04 05:18:52
726,tropicalsplashh,@worksfess masalahnya gejala omicron ya badan pd sakit2 gajelas😀 n kemungkinan emg ga kedetect di antigen wkwkwk gws,,2022-02-04 05:18:11
727,BUMN_MND_Siaga,"sobat bumn,  menteri bumn, erick thohir mengajak kepada seluruh masyarakat agar saling mengingatkan, dan saling menjaga untuk indonesia. hal tersebut sehubungan dengan kasus covid 19 omicron yang terus meningkat.   #tetapwaspada",,2022-02-04 05:18:06
728,firaizzn,semoga jadi keluarga brokenhome🙏🏻🥵,+62,2022-02-04 05:18:03
729,eedhazz______99,"@aikel112629 @musniumar utk menentukan varian omicron/delta,dll msh membutuhkan test lagi selama sebulan",Mlg-Jogja-Jkt-Makassar-Manado,2022-02-04 05:17:21
730,Daddy__Jessie,"himbauan dari kemenkes untuk kita rakyat indonesia!   ayo yo... jaga diri sendiri agar terhindar dari varian omicron yg sudah merenggut korban jiwa, patuhi selalu prokes dan ikuti vaksinasi lengkap!",Indonesia,2022-02-04 05:17:14
731,cabangpurnamaa,@ngalamfess what? emg gejala omicron yoopo? km tes pcr ae sek. lek + karantina trus ambek ngubungi puskesmas terdekat + satgas covid. ngono iso ga yo? 🥲,MLG,2022-02-04 05:17:12
732,sketfdaddle,@cnnindonesia luhut tuh tuhan di indonesia. omicron aja ga berani sama dia.,Hollandia,2022-02-04 05:17:08
733,julfikarmp,kirain omicron  ternyata miskin,"Bogor, Jawa Barat",2022-02-04 05:17:04
734,flovverdusk,omicron bahaya gak si? bnyak bgt yg kena udh kek sakit pilek,out of nowhere,2022-02-04 05:16:12
735,DecklinikSby,"pelajar dan mahasiswa !!  mau kulit kalian bersih dan sehat? tp takut keluar rumah ? parno omicron?   tetap jaga prokes yaah! , kamu bisa datang ke klinik herbal since 2006, derma esthetic center 💚  lebih dari 2000 pasien loyal di seluruh cabang💚 (surabaya, jakarta, tangerang)",margorejo indah 115a surabaya,2022-02-04 05:16:11
736,KompasTV,dinas kesehatan bali prediksi omicron telah masuk bali,Indonesia,2022-02-04 05:16:03
737,galehhutama,"omicron tidak lebih menakutkan dari opung u,u",,2022-02-04 05:15:47
738,yamnaell,omicron ape ini? jangan sampe dah.,25. He/him,2022-02-04 05:15:45
739,bintangku206,"apakah semua komisioner @kpk_ri alumni stand up comedi? lucunya nauzubillahimindzolik wkk wkk kpk: gegara varian omicron, pengejaran harun masiku tersendat!",,2022-02-04 05:15:35
740,luthfihinelo,"omicron nih kayak avengers infinity war, di akhir udah excited bentar lagi happy ending, ehhh...",Gorontalo - Jakarta,2022-02-04 05:15:11
741,menangisedih,"@aipsun skip jumatan duls, omicron ceu","East, England",2022-02-04 05:15:07
742,ngalamfess,rek ada yg pernah kena gejala omicron akhir2ini. ini aku mau ke puskesmas tutup he. kalau ke rs bayar tahh? oyi makasi,,2022-02-04 05:15:00
743,rchbl,"sekarang varian omicron lagi naik, semoga tetep punya privilege untuk stay di rumah aja (hybrid wfh-wfo) dan dikasih kesehatan.  at leaasstt supaya org2 yang memang harus ke luar rumah, nggak perlu desek2an, jadi berkurang jg risikonya.",,2022-02-04 05:14:46
744,jayaumbara45,"pertanyaan kita apakah vaksin yg merupakan virus lemah yg sengaja di ciptakan manusia itu takkan leb8h kuat dari omicron di mana vaksin tsb kadar kelemaham virusnya dapat di ciptakan sesuai keinginan pencipta vaksin tsb,  bersambung",,2022-02-04 05:14:35
745,ArieWarisman88,"webinar kemendes pdtt penanganan covid-19 varian omicron di desa. jumat, 4 feb 2022, 14.00 #lawancovid19  @halimiskandarnu  @kemendespdtt  @bpsdmkemendes  @pusat_ppmd  @tppkemendes",,2022-02-04 05:14:10
746,JadiBodoh,@musniumar sedang positif omicron muda²han jgn ko'id ya krn bisa berkurang satu buzzer @aniesbaswedan,,2022-02-04 05:13:56
747,tyazain,"lah, omicron sama delta aja bisa......",Jakarta,2022-02-04 05:13:35
748,zhrprwna,"katanya omicron tuh mild effect...se-mild nya omicron, tetep aja seminggu kemaren gw kek orang sekarang mau mati tuh:"") mild pala lo meletak",🏞 unknown district ,2022-02-04 05:13:11
749,VIVAcoid,3 makanan ini ampuh atasi sakit tenggorokan akibat omicron,"Jakarta, Indonesia",2022-02-04 05:13:03
750,bebekkasian,"@aldhitr biar bisa posting di group, ""eh gue juga dapet yang omicron dong"", ""eh loe pada dapat omicron ya, gue dong alpha, klasik""",37°40'53.74N 116°37'30.21W,2022-02-04 05:12:49
751,royando81,@musniumar tes antigen mana bisa langsung bilang omicron,Israel,2022-02-04 05:12:35
752,Gachigayo_17,"jadi adek gue kapan pulang? kan yg kena omicron keluarga orang lain . kan klo gue dan keluarga mah gk kena omii, koe jadi semua murid nya gk boleh pulang ya :/",,2022-02-04 05:12:31
753,_rakyatmerdeka,"prof. tjandra: tahun lalu, jumlah kasus 27 ribu, kita terapkan ppkm darurat  #ppkm #omicron #omicronvariant #corona #coronavirus #covid19 #covid #rakyatmerdeka #rmid",,2022-02-04 05:12:26
754,dimbolongo,waspada varian omicron prokes lindungi keluarga,"Gorontalo, Indonesia",2022-02-04 05:12:03
755,el_montesqiu,"himbauan setelah lautan manusia di perayaan imlek, tak ada tracing, tak terdengar cluster covid, lagi2 ibadah umat islam yang terkena getahnya!!!",Aceh Rayeuk,2022-02-04 05:12:00
756,azkadotid,dokter erlina yakin sebagian besar kasus infeksi covid-19 di indonesia disebabkan varian omicron,Sumenep,2022-02-04 05:11:49
757,lesyeuxdekyra,@kiaradvr @camillavanya @ggnopes maaf aku lg kena omicron,,2022-02-04 05:11:31
758,skylane34,@kentam_0 @rafanomurdani atiati dia terjangkit omicron,,2022-02-04 05:11:12
759,Novelanii,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:51
760,reenithaaa,"belum kemana-mana, masih dirumah aja tapi omicron dah sampe mana-mana. lebih deg-degannya skrg punya bayi, jadi makin ga kemana-mana. makin jaga jarak sama org2 yg demen pergi2 dan ngumpul2 sana sini. moga sehat2 semuanya, aamiin.",Indonesia,2022-02-04 05:10:49
761,Novelanii,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:48
762,Novelanii,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:44
763,Novelanii,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:41
764,komikalucuu,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:32
765,komikalucuu,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:29
766,komikalucuu,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:23
767,komikalucuu,"demi keselamatan masyarakat, pemerintah kembali terapkan ppkm untuk menekan penyebaran covid varian omicron  prokes lindungi keluarga",,2022-02-04 05:10:20
768,ariesko_,"@musniumar kan baru antigen pak, blom pcr &amp; wgs.. kok udah tau klo omicron?",Jakarta | Bekasi | Solo,2022-02-04 05:10:15
769,dedonc,@musniumar alhamdulillah... terdeteksi sehingga cepat mendapatkan perawatan.  semoga cepat sembuh &amp; terbebas dr omicron &amp; varian2 lain 🙏,,2022-02-04 05:10:14
770,dimbolongo,ganjar dukung perpanjangan ppkm untuk tekan penyebaran varian omicron prokes lindungi keluarga,"Gorontalo, Indonesia",2022-02-04 05:09:48
771,Novelanii,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:09:15
772,Surya7791S,kenali omicron gejala dan penanganannya                                                                               @halimiskandarnu  @imansyukri @azzameldzikrie @taufikmadjid71 @kemendespdtt @pusat_ppmd @tppkemendes @koorprovsumut @tpplabuhanbatu,,2022-02-04 05:09:12
773,Novelanii,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:09:11
774,Novelanii,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:09:07
775,Novelanii,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:09:04
776,kumparanMOM,"anak dinyatakan terinfeksi omicron dan perlu isolasi mandiri, moms? cek panduan dari ketua satgas covid-19 idai di sini, moms. #kumparanmom",,2022-02-04 05:09:02
777,KoranSumedang,"tak hanya siti badriah, ini deretan artis yang terpapar omicron",Sumedang,2022-02-04 05:09:02
778,komikalucuu,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:08:49
779,komikalucuu,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:08:41
780,komikalucuu,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:08:38
781,komikalucuu,"pemerintah menjamin pelayanan kesehatan, ketersediaan obat dimasa meningkatnya varian omicron  prokes lindungi keluarga",,2022-02-04 05:08:34
782,itsmeIrfandi,omicron bakal ke 7jt lgi ?😂,"Pekan Baru, Riau",2022-02-04 05:08:23
783,cesariopry,omicron bangsat,,2022-02-04 05:08:03
784,Ilham_A_Rahman,katanya lagi imlek kmrn d salah satu mall sesak padat sekali orang berkerumun yah 😲 .. apa kabar lebaran iedul fitri nanti yah.. 😏  #omicron,indonesia,2022-02-04 05:07:59
785,jayaumbara45,"karena vaksin dan icron tak ada bedanya,ini menjunjuka pengertian kita bahwa orang2 yg tervaksin sudah menunjukan terinfeksinya virus omicron yg di nyatakan virus corona yg lemah seperti.vaksin.hanya saja pd omicron di klaim penyebaran nya yg dangat cepat. bersambung",,2022-02-04 05:07:50
786,YoungSandwichz,hadeh ni omicron serem jg ya,,2022-02-04 05:07:49
787,eskopisus,omicron tertawa melihat ini,earth,2022-02-04 05:07:49
788,FPKSDPRRI,"hadirilah!  webinar nasional  ""membangun solidaritas dan kesiapsiagaan nasional dalam mengantisipasi lonjakan covid-19 varian omicron di indonesia""   sabtu, 5 februari 2022  13.30 - 16.00 wib    link zoom meeting:    #fraksipksdprri  #bersamamelayanirakyat",Jakarta Capital Region,2022-02-04 05:07:40
789,Rul1ounzu,@musniumar memang nya lab biasa udah punya anti gen untuk omicron??,,2022-02-04 05:07:39
790,RRIPrograma3,"#laporanreporter  antisipasi omicron, petugas kesehatan di pontianak selama 24 jam untuk memonitor warga yg terkonfirmasi positif covid19 guna mengantisipasi sebaran covid19 varian omicron kian meluas. reporter rri (ra)  selengkapnya di 88.8fm pro 3 rri. -amd #livenow",Jakarta Capital Region,2022-02-04 05:07:28
